LINE_SEGMENT,TRACK_NUMBER,BEG MP,GRADE_TO_NEXT
408,0,9.43,0
408,0,10.33,0
408,0,10.38,0.29
408,0,10.43,0.3
408,0,10.72,0.06
409,0,4.18,0.86
409,0,4.38,0.5
409,0,4.5,0.1
409,0,4.68,0.2
409,0,5.27,0.19
409,0,5.29,0
409,0,5.31,0
409,0,5.33,0
409,0,5.35,-0.2
409,0,5.37,-0.3
409,0,5.39,-0.27
409,0,5.41,-0.4
409,0,5.43,-0.5
409,0,5.45,-0.5
409,0,5.46,-0.6
409,0,6.12,-0.99
409,0,6.3,-0.39
409,0,6.39,0
409,0,7.4,0.51
409,0,7.42,0.58
409,0,7.45,0.35
409,0,7.49,0
409,0,7.57,-0.23
409,0,7.63,-0.68
409,0,7.87,0
409,0,8.91,0.44
409,0,9,0
409,0,9.15,-0.49
409,0,9.26,0
409,0,10.2,0.49
409,0,10.28,0
409,0,10.73,0.3
409,0,10.99,0
409,0,11.57,0.49
409,0,11.71,0
409,0,12.36,0.2
409,0,12.45,0
409,0,13.37,0.49
409,0,13.55,0
409,0,14.4,0.07
409,0,14.91,0.4
409,0,15.11,0.24
409,0,15.41,0
409,0,16.13,0.08
409,0,16.94,0.5
409,0,17.04,0
409,0,17.23,-0.4
409,0,17.42,0
409,0,17.95,0.3
409,0,18.34,0
409,0,19.14,0.5
409,0,19.33,0
409,0,19.69,-0.03
409,0,20.15,0.27
409,0,20.35,0.1
409,0,20.88,0.2
409,0,21.01,0.29
409,0,21.19,0
409,0,21.38,0.2
409,0,21.72,0
411,0,28.09,-0.53
411,0,28.3,0
411,0,28.89,-0.34
411,0,29.28,-0.19
411,0,29.66,-0.04
411,0,30.03,-0.45
411,0,31.17,-0.3
411,0,31.55,0
411,0,32.13,-0.29
411,0,32.51,-0.35
411,0,32.89,-0.13
418,0,0,0.48
418,0,0.05,0.39
418,0,0.07,0.3
418,0,0.09,0.19
418,0,0.11,0
418,0,0.13,-0.2
418,0,0.15,-0.3
418,0,0.17,-0.31
418,0,0.58,-1.25
418,0,0.6,-0.3
418,0,0.62,-0.3
418,0,0.64,-0.19
418,0,0.66,-0.2
418,0,0.68,-0.09
418,0,0.7,0
418,0,0.71,0
418,0,2.1,0.09
418,0,2.12,0.2
418,0,2.14,0.4
418,0,2.15,0.49
418,0,2.17,0.6
418,0,2.19,0.8
418,0,2.21,1
418,0,2.23,1.08
418,0,2.25,1.2
418,0,2.27,1.4
418,0,2.29,1.58
418,0,2.31,1.7
418,0,2.33,1.76
418,0,2.46,1.7
418,0,2.48,1.8
418,0,2.49,1.58
418,0,2.51,1.6
418,0,2.53,1.5
418,0,2.55,1.47
418,0,2.89,1.62
418,0,3.38,1.48
418,0,3.4,1.3
418,0,3.42,1.1
418,0,3.43,0.89
418,0,3.45,0.7
418,0,3.47,0.5
418,0,3.49,0.3
418,0,3.51,0.19
418,0,3.53,-0.1
418,0,3.55,-0.3
418,0,3.57,-0.49
418,0,3.59,-0.73
418,0,3.61,-0.79
418,0,4.05,-0.69
418,0,4.07,-0.6
418,0,4.08,-0.3
418,0,4.1,-0.19
418,0,4.12,0
418,0,4.14,0.1
418,0,4.16,0.4
418,0,4.18,0.49
418,0,4.2,0.7
418,0,4.22,0.8
418,0,4.23,1.68
418,0,4.25,0.6
418,0,4.27,1.4
418,0,4.29,1.5
418,0,4.31,1.58
418,0,4.33,1.79
418,0,4.42,1.68
418,0,4.44,1.6
418,0,4.46,1.51
418,0,4.56,1.63
418,0,4.75,1.79
418,0,4.86,1.78
418,0,4.88,1.5
418,0,4.9,1.3
418,0,4.92,1.2
418,0,4.94,0.89
418,0,4.96,0.8
418,0,4.97,0.6
418,0,4.99,0.39
418,0,5.01,0.2
418,0,5.03,0.1
418,0,5.05,-0.05
418,0,5.45,0.03
418,0,5.75,0
418,0,5.77,0
418,0,5.79,-0.1
418,0,5.81,-0.19
418,0,5.83,-0.16
418,0,5.94,-0.1
418,0,5.96,0
418,0,5.98,0.29
418,0,6,0.31
418,0,6.02,0.46
418,0,6.19,0.5
418,0,6.21,0.7
418,0,6.22,0.79
418,0,6.24,1
418,0,6.26,1.03
418,0,6.38,0.9
418,0,6.39,0.9
418,0,6.41,0.79
418,0,6.43,0.8
418,0,6.45,0.71
418,0,7.02,0.6
418,0,7.04,0.4
418,0,7.06,0.19
418,0,7.08,-0.1
418,0,7.1,-0.3
418,0,7.11,-0.69
418,0,7.13,-0.8
418,0,7.15,-1.1
418,0,7.17,-1.21
418,0,7.44,-1.18
418,0,7.46,-1
418,0,7.47,-0.9
418,0,7.49,-0.79
418,0,7.51,-0.6
418,0,7.53,-0.52
418,0,7.55,-0.45
418,0,7.8,-0.39
418,0,7.82,-0.2
418,0,7.83,-0.21
418,0,7.85,0
418,0,7.87,0.09
418,0,7.89,0.2
418,0,7.91,0.3
418,0,7.93,0.49
418,0,7.95,0.6
418,0,7.97,0.6
418,0,7.98,0.8
418,0,8,0.58
418,0,8.02,0.49
418,0,8.04,0.41
418,0,8.06,0.39
418,0,8.1,0.41
418,0,8.12,0.49
418,0,8.14,0.62
418,0,8.16,0.58
418,0,8.18,0.78
418,0,8.2,0.82
418,0,8.22,0.84
418,0,8.39,-0.03
418,0,8.61,-1.11
418,0,8.69,-0.73
419,0,0,1.35
419,0,0.04,-0.17
419,0,0.51,0
420,0,0,-0.22
420,0,0.11,0.56
420,0,0.31,0
420,0,0.55,-0.43
420,0,0.73,-0.01
420,0,1.09,0.05
420,0,1.41,0.14
420,0,1.6,0.07
420,0,1.79,0.12
420,0,1.98,0.09
420,0,2.17,0.27
420,0,2.38,0.58
420,0,2.5,0
420,0,2.72,-0.18
420,0,2.95,0
420,0,3.29,-0.05
420,0,3.38,0.05
420,0,3.52,-0.02
420,0,3.61,0
420,0,3.86,0.14
420,0,4.26,0.09
420,0,4.63,0.19
420,0,4.84,0
420,0,4.97,0.18
420,0,4.99,0.19
420,0,5.11,0
420,0,5.24,0.73
420,0,5.48,0
420,0,5.71,0.15
420,0,5.9,0.54
420,0,6.06,0.44
420,0,6.25,0.32
420,0,6.37,0.17
420,0,6.43,0.12
420,0,6.62,0.08
420,0,6.9,0.21
420,0,6.96,0.48
420,0,7.04,0.34
420,0,7.19,0.22
420,0,7.29,0.38
420,0,7.45,-0.25
420,0,7.68,0
420,0,7.78,0.3
420,0,7.95,0.22
420,0,8.1,-0.21
420,0,8.39,-0.21
420,0,8.79,0.25
420,0,8.97,0.1
420,0,9.05,0.11
420,0,9.16,-0.04
420,0,9.52,0.28
420,0,9.61,-0.02
420,0,9.94,0
420,0,10.03,-0.12
420,0,10.13,0.13
420,0,10.22,0.38
420,0,10.34,0.54
420,0,10.56,0.4
420,0,10.9,0.18
420,0,11.04,0.08
420,0,11.17,0
420,0,11.41,0.24
420,0,11.55,0.47
420,0,11.74,0.35
420,0,11.83,0.02
420,0,12.13,-0.15
420,0,12.32,0.04
420,0,12.44,0.05
420,0,12.74,0.03
420,0,12.85,0.13
420,0,13.27,0.32
420,0,14.24,0.17
420,0,14.31,0.03
420,0,14.69,0.28
420,0,14.99,0.23
420,0,15.3,0.41
420,0,15.41,0.28
420,0,15.72,0.21
420,0,15.83,0.36
420,0,15.88,0.21
420,0,16,0.31
420,0,16.11,0.24
420,0,16.28,0.14
420,0,16.4,0.15
420,0,16.66,0
420,0,16.83,0.17
420,0,16.97,0.55
420,0,17.13,0.46
420,0,17.5,0.53
420,0,17.77,0.03
420,0,18.01,0.44
420,0,18.23,0.13
420,0,18.29,0.6
420,0,18.37,0.26
420,0,18.67,0.37
420,0,18.84,0.38
420,0,18.97,0.33
420,0,19.09,0.4
420,0,19.4,0.09
420,0,19.73,0.12
420,0,19.99,0.45
420,0,20.15,0.32
420,0,20.37,0.4
420,0,20.7,0.49
420,0,22.15,0
420,0,22.58,0.38
420,0,22.69,0.77
420,0,23.33,0.13
420,0,23.8,0.46
420,0,24.06,1.44
420,0,24.21,1.53
420,0,24.29,1.04
420,0,24.35,1.32
420,0,24.61,1.2
420,0,24.8,1.6
420,0,24.89,1.22
420,0,25.14,0.9
420,0,25.43,1
420,0,25.56,0.76
420,0,25.71,0.99
420,0,25.83,1.43
420,0,25.98,1.2
420,0,26.04,1.51
420,0,26.13,1.34
420,0,26.25,1.5
420,0,26.38,1.39
420,0,26.43,1.22
420,0,26.53,1.35
420,0,26.62,1.55
420,0,26.74,1.67
420,0,26.83,1.33
420,0,26.93,0.89
420,0,27,1.48
420,0,27.1,1.17
420,0,27.25,1.34
420,0,27.51,1.13
420,0,27.61,0.78
420,0,27.93,0.95
420,0,28.01,0.71
420,0,28.23,0.79
420,0,28.49,0.39
420,0,28.78,-0.04
420,0,28.97,-1.66
420,0,29.17,-1.44
420,0,29.54,-1.56
420,0,29.67,-1.54
420,0,29.96,-1.75
420,0,30.28,-1.32
420,0,30.43,-1.68
420,0,30.48,-1.5
420,0,30.72,-1.65
420,0,30.81,-1.36
420,0,30.92,-1.67
420,0,31.38,-1.3
420,0,31.57,-1.6
420,0,31.81,-1.74
420,0,32.12,-1.57
420,0,32.38,-2.02
420,0,32.41,-1.08
420,0,32.43,-0.94
420,0,32.54,-1.74
420,0,32.76,-1.96
420,0,32.79,-2.3
420,0,32.82,-1.26
420,0,32.89,-1.76
420,0,33.14,-1.7
420,0,33.33,-1.57
420,0,33.58,-1.38
420,0,33.72,-1.85
420,0,33.9,-1.78
420,0,34.09,-1.74
420,0,34.18,-1.81
420,0,34.35,-1.47
420,0,34.68,-0.44
420,0,35,-0.53
420,0,35.05,-0.16
420,0,35.07,-0.5
420,0,35.3,-0.72
420,0,35.36,-0.35
420,0,35.45,-0.69
420,0,35.65,-0.57
420,0,35.67,-0.48
420,0,35.83,-0.35
420,0,36.04,-0.24
420,0,36.12,-0.37
420,0,36.63,-0.49
420,0,36.74,-0.54
420,0,36.95,-0.41
420,0,36.97,-0.1
420,0,37.12,0
420,0,37.39,-0.09
420,0,37.89,0.18
420,0,37.93,0
420,0,38.1,-0.25
420,0,38.22,-0.48
420,0,38.35,-0.44
420,0,38.5,0
420,0,38.67,-0.13
420,0,38.89,0.2
420,0,39.26,-0.52
420,0,39.39,-0.53
420,0,39.58,-0.44
420,0,40.17,-0.59
420,0,40.3,-0.19
420,0,40.34,-0.43
420,0,40.53,-0.48
420,0,40.73,-0.34
420,0,40.87,-0.31
420,0,41,-0.33
420,0,41.15,-0.19
420,0,41.21,-0.3
420,0,41.4,0
420,0,41.62,-0.08
420,0,41.74,-0.5
420,0,41.88,-0.2
420,0,41.89,-0.43
420,0,42.04,-0.52
420,0,42.68,-0.05
420,0,42.95,0
420,0,42.98,-0.17
420,0,43.01,0
420,0,43.06,-0.9
420,0,43.19,-0.26
420,0,43.3,-0.09
420,0,43.46,-0.33
420,0,43.53,0
420,0,43.55,0.32
420,0,43.59,-0.35
420,0,43.73,-0.48
420,0,44.54,-0.52
420,0,44.69,-0.48
420,0,45.02,-0.29
420,0,45.16,0
420,0,45.32,-0.1
420,0,45.47,0.16
420,0,45.51,0.12
420,0,45.66,0.02
420,0,45.83,-0.16
420,0,45.94,0
420,0,46.34,-0.49
420,0,46.61,-0.2
420,0,46.74,0.05
420,0,47.04,-0.58
420,0,47.07,-0.4
420,0,47.08,-0.2
420,0,47.16,-0.42
420,0,47.27,0
420,0,47.36,0.31
420,0,47.57,0.22
420,0,47.67,-0.46
420,0,47.95,-0.24
420,0,48.03,-0.39
420,0,48.16,-0.54
420,0,48.44,-0.39
420,0,48.65,-0.63
420,0,48.82,-0.17
420,0,48.83,-0.45
420,0,49.01,-0.29
420,0,49.23,-0.06
420,0,49.41,0.01
420,0,49.53,0.2
420,0,49.79,0.45
420,0,50,0.4
420,0,50.01,0.44
420,0,50.15,0.36
420,0,50.41,0.53
420,0,50.55,0.51
420,0,50.76,0
420,0,50.88,-0.51
420,0,51.13,-0.37
420,0,51.32,-0.49
420,0,51.43,-0.37
420,0,51.68,-0.48
420,0,51.89,-0.42
420,0,52.05,0
420,0,52.13,-0.37
420,0,52.26,-0.26
420,0,52.29,-0.02
420,0,52.55,-0.28
420,0,52.66,0.07
420,0,52.86,-0.12
420,0,53.09,0.29
420,0,53.32,1.07
420,0,53.39,0.44
420,0,53.45,0
420,0,53.52,-0.55
420,0,53.53,-0.74
420,0,53.63,-0.24
420,0,53.8,0.03
420,0,53.92,-0.18
420,0,54.05,0.06
420,0,54.22,0
420,0,54.52,-0.07
420,0,54.88,0
420,0,55.11,0.06
420,0,55.3,0.28
420,0,55.33,0.09
420,0,55.39,0
420,0,55.4,-0.32
420,0,55.45,0
420,0,55.47,0.29
420,0,55.53,0
420,0,55.55,-0.09
420,0,55.58,-0.26
420,0,55.64,0
420,0,55.85,0.26
420,0,55.91,0.01
420,0,56,-0.2
420,0,56.03,0
421,0,0.6,-0.14
421,0,0.73,-0.13
421,0,1.44,0.49
421,0,1.63,0
421,0,1.71,-0.5
421,0,1.9,0
421,0,2.37,-0.3
421,0,3.23,-0.08
421,0,4.56,0
421,0,5.3,-0.03
421,0,6.06,0.08
421,0,6.53,0
421,0,7.09,-0.02
421,0,8.6,-0.24
421,0,8.98,0
421,0,9.25,0.5
421,0,9.44,0
421,0,9.52,-0.5
421,0,9.67,0
421,0,9.94,-0.21
421,0,10.05,0
421,0,10.22,-0.54
421,0,10.38,-0.24
421,0,11.23,0
421,0,11.44,-0.99
421,0,11.97,0
421,0,12.37,0.5
421,0,12.6,0
421,0,12.67,0.33
421,0,12.9,0
421,0,13.09,-0.09
421,0,13.28,0
422,0,2.34,0
422,0,2.55,0.1
422,0,2.74,0
422,0,4.96,0.66
422,0,5.02,0
422,0,5.04,-0.67
422,0,5.1,0
422,0,9.09,0.09
422,0,9.47,0
422,0,12.47,-0.2
422,0,12.66,0
422,0,13.25,2
423,0,0,0
424,0,0,0.1
424,0,0.01,-0.2
424,0,0.03,0.1
424,0,0.05,0.05
424,0,0.15,0
424,0,0.24,-0.26
424,0,0.3,0
424,0,0.32,0.75
424,0,0.33,1.01
424,0,0.52,0.83
424,0,0.57,0.37
424,0,0.65,-0.83
424,0,0.71,-1.01
424,0,0.78,-1.16
424,0,0.84,-0.49
424,0,0.88,-0.19
424,0,0.9,0
424,0,0.92,-0.6
424,0,0.93,0
424,0,0.99,-0.35
424,0,1.05,0
425,0,0,0.22
425,0,0.38,0.49
425,0,0.6,0.61
425,0,0.77,0.63
425,0,0.98,0.49
425,0,1.22,0
425,0,1.36,0.45
425,0,1.57,0
425,0,1.62,-0.99
425,0,1.74,-0.89
425,0,1.87,-0.91
425,0,2.02,0.98
425,0,2.16,1
425,0,2.65,0.89
425,0,2.84,0.79
425,0,3.22,1
425,0,3.35,0
425,0,3.49,0.39
425,0,4.43,0.5
425,0,4.69,0.8
425,0,4.96,0.57
425,0,5.45,0.77
425,0,5.62,0.6
425,0,6.09,0.94
425,0,6.47,0.89
425,0,6.85,0.69
425,0,7.23,0.78
425,0,8.18,0.8
425,0,8.36,0.89
425,0,8.55,0.8
425,0,8.74,0.99
425,0,8.8,1.12
425,0,9.07,0.67
425,0,9.12,0.05
425,0,9.22,0.47
425,0,9.32,1.12
425,0,9.57,0.83
425,0,9.68,0.47
425,0,9.74,0.14
425,0,9.78,0.8
425,0,9.81,0.35
425,0,9.85,0.99
425,0,9.95,0.82
425,0,10.02,0.55
425,0,10.12,1.15
425,0,10.27,1.28
425,0,10.38,0
425,0,10.52,-2.56
425,0,10.81,-2.5
425,0,10.89,-2.4
425,0,10.98,-2.41
425,0,11.17,-2.2
425,0,11.3,-2.02
425,0,11.34,-2.6
425,0,11.44,-4.7
425,0,11.49,-1.24
425,0,11.55,-1.82
425,0,11.66,-2.13
425,0,11.83,-2.4
425,0,12.02,-2.28
425,0,12.13,-2.8
425,0,12.29,-0.66
425,0,12.39,-1.81
425,0,12.56,-1.28
425,0,12.64,0
425,0,12.68,-1.39
425,0,12.74,-0.59
425,0,12.87,-2.11
425,0,12.97,-1.76
425,0,13.12,-1.29
425,0,13.18,-2.09
425,0,13.32,-0.16
425,0,13.42,-0.97
425,0,13.61,0.69
425,0,13.73,0.29
425,0,13.82,0.12
425,0,13.92,-2
425,0,13.95,-2.01
425,0,14.03,-1.17
425,0,14.22,-0.37
425,0,14.31,0
425,0,14.47,1.23
425,0,14.6,-1.02
425,0,14.96,-0.44
425,0,15.07,-0.95
425,0,15.24,-0.59
425,0,15.36,-0.7
425,0,15.51,-1.39
425,0,15.56,-0.13
425,0,15.73,0.81
425,0,16.07,-1.02
425,0,16.23,-1.38
425,0,16.42,-0.44
425,0,16.79,0
425,0,16.87,-0.3
425,0,17.15,0
425,0,17.21,-0.47
425,0,17.33,-0.16
425,0,17.46,-0.38
425,0,17.77,1.47
425,0,18.21,1.37
425,0,18.63,1.49
425,0,18.84,1.27
425,0,19.03,1.49
425,0,19.29,1.29
425,0,19.5,0.96
425,0,19.75,0.53
425,0,20.17,-0.3
425,0,20.81,0.74
425,0,21.13,-0.74
425,0,21.49,-0.95
425,0,21.87,-0.58
425,0,22.06,-0.99
425,0,22.37,0
425,0,22.87,-0.85
425,0,23.14,-0.66
425,0,23.29,-0.99
425,0,23.48,-0.97
425,0,23.76,-1
425,0,24.16,-0.75
425,0,24.25,-0.97
425,0,24.71,-1
425,0,24.82,-0.57
425,0,24.96,-1.35
425,0,25.02,-0.31
425,0,25.09,0.32
426,0,0,0
426,0,0.01,0.08
426,0,0.06,0
426,0,0.28,0.12
426,0,0.33,0
426,0,0.37,1.25
426,0,0.49,1.5
426,0,0.68,1.24
426,0,0.76,1.51
426,0,1.08,1.37
426,0,1.24,1.5
426,0,1.43,1.37
426,0,1.49,1.5
426,0,1.79,1.23
426,0,1.88,1.5
426,0,2.92,0
426,0,3.46,-0.82
426,0,3.79,0.7
426,0,4.51,0.34
426,0,5.56,0.52
426,0,5.98,-0.6
426,0,6.49,0
426,0,7.75,0.5
426,0,8.11,-0.96
426,0,9.7,0.09
426,0,10.95,0.79
426,0,11.38,-1.09
426,0,12.07,0.2
426,0,12.63,0
426,0,14.11,0.2
426,0,15.47,0.4
426,0,15.78,-0.13
426,0,16.21,0.4
426,0,16.74,0
426,0,17.05,0.39
426,0,17.48,0
426,0,18.43,-0.2
426,0,18.9,0.76
426,0,19.87,0
426,0,20.96,0.32
426,0,21.68,1.01
426,0,21.74,1.69
426,0,22.17,0.05
426,0,22.49,1.47
426,0,23.14,0.43
426,0,23.92,-0.3
426,0,24.56,-0.01
426,0,24.94,-1.7
426,0,25.47,0.7
426,0,26.33,-0.43
426,0,27.01,0.1
426,0,27.36,-0.88
426,0,27.7,1.03
426,0,28.04,-0.57
426,0,28.38,0.11
426,0,29.1,-0.24
426,0,29.69,-0.73
426,0,30.05,-0.2
426,0,30.35,-0.5
426,0,30.79,-1.33
426,0,31.03,-1.33
426,0,31.41,-1.48
426,0,32,0
426,0,32.13,1.36
426,0,32.78,0.69
426,0,33.04,1
426,0,33.42,1.39
426,0,33.84,0
426,0,34.29,-0.18
426,0,34.82,-1.42
426,0,36.81,-0.79
426,0,37.29,0
426,0,37.55,0.44
426,0,38.06,-0.3
426,0,38.4,0.58
426,0,38.78,0.99
426,0,38.89,0
426,0,39.04,0.29
426,0,39.31,0.94
426,0,39.93,-0.51
426,0,40.48,0.51
426,0,40.89,1.5
426,0,41.28,1.37
426,0,41.47,1.5
426,0,42.56,1.37
426,0,42.82,0.29
426,0,43.48,0.3
427,0,0,0
427,0,6.06E-03,-0.87
427,0,0.08,-1.75
427,0,1.1,-1.13
427,0,1.39,-1.31
427,0,1.71,-1.18
427,0,1.9,0
427,0,1.97,-1
427,0,2.36,0
429,0,0,0
429,0,0.01,-0.2
429,0,0.03,-0.29
429,0,0.05,-0.59
429,0,0.07,-0.59
429,0,0.09,-0.5
429,0,0.11,-0.37
429,0,0.13,-0.2
429,0,0.15,-0.09
429,0,0.17,0
429,0,0.72,0
429,0,0.74,-0.1
429,0,0.75,-0.1
429,0,0.77,-0.19
429,0,0.79,-0.21
429,0,0.89,-0.1
429,0,0.91,0.09
429,0,0.93,0.3
429,0,0.94,0.42
429,0,0.96,0.6
429,0,0.98,0.5
429,0,1,0.29
429,0,1.02,0.2
429,0,1.04,0.1
429,0,1.06,0
429,0,1.57,0
429,0,1.59,0.2
429,0,1.61,0.2
429,0,1.62,0.29
429,0,1.64,0.3
429,0,1.66,0.5
429,0,1.68,0.49
429,0,1.72,0.5
429,0,1.74,0.29
429,0,1.76,0.3
429,0,1.78,0.2
429,0,1.8,0.19
429,0,1.82,0
429,0,1.83,0
429,0,1.91,-0.09
429,0,2.04,0
429,0,2.19,-0.1
429,0,2.21,-0.39
429,0,2.23,-0.7
429,0,2.25,-0.9
429,0,2.27,-1.1
429,0,2.29,-0.89
429,0,2.31,-0.7
429,0,2.33,-0.4
429,0,2.35,-10.1
429,0,2.36,0
430,0,0,0
430,0,0.01,0
430,0,0.06,0.16
430,0,0.12,0
430,0,0.13,0.09
430,0,0.27,0
430,0,0.29,-0.08
430,0,0.4,0
430,0,0.42,0.02
430,0,0.55,0
430,0,0.57,-0.3
430,0,0.59,0
430,0,0.65,-0.57
430,0,0.7,0
430,0,0.78,0.27
430,0,0.85,-0.07
430,0,1.01,0.07
430,0,1.14,-0.03
430,0,1.29,-0.03
430,0,1.44,0.02
430,0,1.52,0.2
430,0,1.57,-0.06
430,0,1.67,0.05
430,0,1.7,0.24
430,0,1.74,0.21
430,0,1.86,0.1
430,0,1.88,-0.42
430,0,1.95,-0.2
430,0,2.02,0
430,0,2.2,-0.07
430,0,2.27,0
430,0,2.29,0.11
430,0,2.34,0
430,0,2.46,0.09
430,0,2.5,-0.07
430,0,2.69,0
430,0,2.71,0.13
430,0,2.8,0.37
430,0,2.9,0.06
430,0,3.2,0.4
430,0,3.27,0.62
438,0,0,1.64
438,0,0.04,0.88
438,0,0.17,0.97
438,0,0.24,1.32
438,0,0.67,1.1
438,0,0.74,1.38
438,0,0.85,1.29
438,0,0.98,1.42
438,0,1.15,1.68
438,0,1.21,1.48
438,0,1.34,1.16
438,0,1.4,1.39
438,0,1.45,1.5
438,0,1.6,1.24
438,0,1.68,1.51
438,0,1.89,1.35
438,0,2.19,1.56
438,0,2.32,1.44
438,0,2.55,1.49
438,0,2.61,1.29
438,0,2.7,1.6
438,0,2.76,1.28
438,0,2.87,0.46
438,0,2.93,0
438,0,3.21,2.07
438,0,3.31,1.99
438,0,3.42,-0.83
438,0,3.48,-1.06
438,0,3.54,-0.29
440,0,4.3,0.34
440,0,4.54,0
440,0,4.56,-0.4
440,0,4.69,0
440,0,5.13,-0.19
440,0,5.21,-0.29
440,0,5.64,-0.16
440,0,5.9,-0.05
440,0,6.09,0
440,0,6.46,0.04
440,0,6.64,0.17
440,0,6.82,0.24
440,0,7.21,0
440,0,7.31,-0.25
440,0,7.51,-0.18
440,0,8.03,0
440,0,8.23,0.02
440,0,8.61,-0.11
440,0,8.71,0.05
440,0,9.09,-0.05
440,0,9.27,0
440,0,9.43,-0.05
440,0,9.62,0.03
440,0,9.92,-0.07
440,0,10.22,0.18
440,0,10.41,-0.09
440,0,10.6,0
440,0,11.93,-0.04
440,0,12.25,7.10E-03
440,0,12.51,0.07
440,0,12.65,0
440,0,14.59,-0.01
440,0,15.22,9.90E-03
440,0,16.36,0
440,0,16.7,-0.05
440,0,17,0.15
440,0,17.34,0
440,0,17.8,-0.04
440,0,18.08,0
440,0,18.18,0.09
440,0,18.37,0.38
440,0,18.75,0.56
440,0,18.93,0.44
440,0,19.31,0.39
440,0,19.5,0.16
440,0,19.6,0
440,0,19.71,-0.08
440,0,19.9,-0.33
440,0,20.01,-0.5
440,0,20.2,-0.31
440,0,20.34,0
440,0,20.79,-0.15
440,0,20.88,-0.45
440,0,21.02,-0.3
440,0,21.23,0.07
440,0,21.59,0.13
440,0,21.93,0.1
440,0,22.53,-0.14
440,0,22.91,0
440,0,23.18,0.08
440,0,23.37,0
440,0,24.29,-0.43
440,0,24.88,0.44
440,0,25.37,0.52
440,0,25.94,0.49
440,0,26.42,0.52
440,0,27.19,0.49
440,0,27.44,0.06
440,0,27.61,0.44
440,0,27.95,-0.21
440,0,28.25,0.37
440,0,28.42,0.11
440,0,28.56,-0.14
440,0,28.9,-0.47
440,0,29.16,-0.44
440,0,29.73,-0.5
440,0,29.92,-0.39
440,0,30.11,-0.08
440,0,30.3,0
440,0,30.49,-0.03
440,0,31.07,-0.1
440,0,31.34,-0.26
440,0,31.81,-0.15
440,0,32,-0.22
440,0,32.19,-0.24
440,0,32.57,-0.41
440,0,33.33,-0.43
440,0,33.52,-0.52
440,0,33.71,-0.46
440,0,33.95,0
440,0,35.22,-0.17
440,0,35.45,0
440,0,35.49,-0.04
440,0,35.98,0.03
440,0,36.42,-0.22
440,0,36.68,0
440,0,38.1,0.08
440,0,38.33,0
440,0,38.67,0.19
440,0,38.86,-0.1
440,0,39.01,0.03
440,0,39.2,0
440,0,39.56,-0.11
440,0,39.65,0
440,0,39.82,-0.13
440,0,40.12,0
440,0,40.44,-0.1
440,0,40.59,-0.01
440,0,41.91,0
440,0,42.42,0.1
440,0,42.61,-0.01
440,0,44.5,0
440,0,45.73,-0.19
440,0,45.83,-7.00E-03
440,0,51.19,0.2
440,0,51.28,0
440,0,51.34,-0.19
440,0,51.41,0
440,0,51.79,-9.90E-03
440,0,55.58,-0.03
440,0,56.34,0
440,0,59.74,-0.19
440,0,59.84,0
440,0,60.01,0.18
440,0,60.16,0
440,0,60.2,-0.18
440,0,60.37,-5.10E-03
440,0,61.83,0.1
440,0,62.03,-0.02
440,0,63,0
440,0,64.16,-0.09
440,0,64.33,-9.50E-03
440,0,66.31,0.25
440,0,66.54,0
440,0,66.62,-0.29
440,0,66.83,-9.80E-03
440,0,68.55,0.09
440,0,68.72,0
440,0,68.76,-0.09
440,0,68.97,-0.01
440,0,69.69,0.3
440,0,69.85,0
440,0,69.88,-0.33
440,0,70,0
440,0,70.4,0.21
440,0,70.55,0
440,0,70.78,0.29
440,0,71.24,0
440,0,71.3,-0.29
440,0,71.94,0
440,0,72.57,0.2
440,0,72.77,0
440,0,72.83,-0.19
440,0,72.97,0
440,0,73.55,-0.2
440,0,73.65,0
440,0,74.5,0.09
440,0,74.57,0
440,0,76.59,-0.1
440,0,76.68,0
440,0,81.59,-0.04
440,0,81.78,0
440,0,84.53,0.29
440,0,84.72,0
440,0,84.81,-0.29
440,0,85,0
440,0,87.42,-0.16
440,0,87.48,0
440,0,94.51,0.3
440,0,94.63,0.16
440,0,94.7,0
440,0,94.74,0.13
440,0,94.8,0
440,0,94.85,-0.3
440,0,95.04,0
440,0,96.75,0.29
440,0,96.85,0.14
440,0,96.93,0.02
440,0,97.01,-4.30E-03
440,0,100.45,0.19
440,0,100.53,-0.03
440,0,101,0.01
440,0,101.91,0
442,0,11.29,1.36
442,0,11.37,1.41
442,0,11.47,1.26
442,0,11.59,1.56
442,0,11.76,1.32
442,0,12.32,1.5
442,0,12.35,1.29
442,0,12.45,1.5
442,0,12.63,1.29
442,0,12.73,1.65
442,0,12.76,1.3
442,0,12.89,1.47
442,0,12.98,1.4
442,0,13.12,1.34
442,0,13.5,1.4
442,0,13.64,1.2
442,0,13.78,1.39
442,0,13.96,1.2
442,0,14.11,1.2
442,0,14.25,1.24
442,0,14.54,0.17
442,0,14.92,-0.17
442,0,15.37,-1
442,0,15.53,0
442,0,15.93,-0.94
442,0,17.09,-0.81
442,0,17.52,-0.9
442,0,17.55,-1
442,0,18.02,-0.9
442,0,18.04,-0.91
442,0,18.42,0
442,0,19,-0.5
442,0,20,0
442,0,21.02,-0.5
442,0,21.33,-0.92
442,0,21.53,-0.87
442,0,21.64,-1
442,0,21.8,-0.86
442,0,22.08,-1.04
442,0,22.1,-0.43
